19 29 50 47 69 57 2 13 32 15 9 36 3 28 54 1 25 18 60 49 14 43 31 5 22 27 38 8 39 68 12 66 37 59 52 11 4 10 62 70 61 53 6 33 16 51 56 40 35 44 20 64 30 45 65 21 23 42 58 24 63 26 55 17 7 41 34 48 67 46 
60 47 69 19 50 13 21 14 43 54 1 28 2 18 32 5 3 15 36 49 22 31 9 27 12 37 29 59 8 39 25 40 68 38 66 56 53 52 11 65 4 44 62 70 57 61 6 33 35 20 16 51 24 30 42 45 58 23 63 26 55 17 7 41 34 64 48 67 46 10 
19 29 50 47 69 57 2 13 32 15 9 36 3 28 54 1 25 18 60 49 14 43 31 5 22 27 38 8 39 68 12 66 37 59 52 11 4 10 62 70 61 53 6 33 16 51 56 40 35 44 20 64 30 45 65 21 23 42 58 24 63 26 55 17 7 41 34 48 67 46 
19 29 50 47 69 57 2 13 32 15 36 3 9 22 54 52 25 18 60 28 40 14 49 31 27 12 43 37 59 8 39 5 68 38 66 56 53 1 11 4 44 65 62 70 61 6 33 35 20 16 51 24 30 21 23 45 58 42 63 26 55 17 7 41 34 64 48 67 46 10 
19 29 50 47 69 57 2 13 32 15 9 3 36 28 54 18 60 14 43 1 5 49 25 31 22 27 38 8 39 68 12 66 37 59 52 11 4 10 62 70 61 53 6 33 16 51 56 40 35 44 20 64 30 45 65 21 23 24 58 42 63 26 55 17 7 41 34 48 67 46 
19 29 50 47 69 57 2 13 32 15 36 3 9 22 54 1 25 18 40 14 43 5 49 28 60 31 27 12 37 8 39 38 68 66 59 52 11 33 4 44 70 62 61 53 6 16 51 56 65 21 35 20 24 30 23 45 58 42 63 26 55 17 7 41 34 64 48 67 46 10 
19 29 50 47 69 57 2 13 32 15 9 36 3 22 54 1 25 18 40 14 43 5 49 28 60 31 27 17 37 8 39 38 68 66 59 52 11 33 4 44 62 70 61 53 6 16 51 56 65 35 20 64 30 21 23 45 42 58 63 26 55 12 7 41 34 24 48 67 46 10 
19 29 50 47 69 57 2 13 32 15 36 3 9 22 54 60 14 43 1 28 18 5 49 31 25 27 12 37 59 8 39 68 38 66 56 53 52 40 11 4 44 65 62 70 61 6 33 35 20 16 51 24 30 21 23 45 58 42 63 26 55 17 7 41 34 64 48 67 10 46 
19 29 50 47 69 57 2 13 32 15 9 3 36 28 54 18 60 14 43 1 5 49 25 31 22 27 38 8 39 68 12 66 37 59 52 11 4 10 62 70 61 53 6 33 16 51 56 40 35 44 20 64 30 45 65 21 23 42 58 63 26 55 17 7 41 34 24 48 67 46 
19 29 50 47 69 57 2 13 32 15 9 36 3 22 54 1 25 18 40 14 43 5 49 28 60 31 27 17 37 8 39 38 68 66 59 52 11 33 4 44 62 70 61 53 6 16 51 56 65 35 20 12 24 30 21 23 45 58 42 63 26 55 64 7 41 34 48 67 46 10 
19 29 50 47 69 57 2 13 32 15 9 36 3 22 54 1 25 18 40 14 43 5 49 28 60 31 27 17 37 8 39 38 68 66 59 52 11 33 4 44 62 70 61 53 6 16 51 12 10 56 35 21 65 20 24 30 23 45 58 42 63 26 55 7 41 34 64 48 67 46 
19 29 50 47 69 57 2 13 32 15 9 36 3 22 54 1 25 18 40 14 43 5 49 28 60 31 27 12 37 8 39 38 68 66 59 52 11 4 10 62 70 61 53 6 33 16 51 56 35 44 20 64 30 45 65 21 23 42 58 63 26 55 17 7 41 34 24 48 67 46 
19 29 50 47 69 57 2 13 32 15 36 3 9 22 54 60 14 43 1 28 18 5 49 31 25 40 27 12 37 59 8 39 68 38 66 56 21 53 52 11 65 4 44 62 70 61 6 33 35 20 16 51 24 30 23 45 58 42 63 26 55 17 7 41 34 64 48 67 46 10 
19 29 50 47 69 57 2 13 32 15 9 36 3 22 54 1 25 18 40 14 43 5 49 28 60 31 27 12 37 8 39 65 59 38 68 66 52 11 4 56 53 44 62 70 61 6 33 35 20 16 51 24 30 21 23 45 58 42 63 26 55 17 7 41 34 64 48 67 46 10 
19 29 50 47 69 57 2 13 32 15 9 36 3 22 54 1 25 18 40 14 43 5 49 28 60 31 27 17 37 8 39 38 68 66 59 52 11 33 4 44 62 70 61 53 6 16 51 56 65 35 12 21 20 24 30 23 45 58 42 63 26 55 7 41 34 64 48 67 46 10 
19 29 50 47 69 57 2 13 32 60 43 3 15 14 36 54 49 31 9 1 22 18 28 5 27 12 37 59 8 39 25 40 68 38 66 56 53 52 11 65 4 44 62 70 21 61 6 33 35 20 16 51 24 30 23 45 58 42 63 26 55 17 7 41 34 64 48 67 46 10 
19 29 50 47 69 57 2 13 32 15 9 36 3 22 54 1 25 18 40 14 43 5 49 28 60 31 27 17 37 8 39 12 59 68 38 66 56 53 52 11 65 4 44 62 70 61 6 33 35 20 16 51 24 30 21 23 45 58 42 63 26 55 7 41 34 64 48 67 46 10 
19 29 50 47 69 57 2 13 32 15 9 36 3 28 54 1 25 18 60 49 14 43 31 5 22 27 38 8 39 68 12 66 37 59 52 11 4 10 62 70 61 53 6 33 16 51 56 40 35 65 44 20 24 30 21 23 45 58 42 63 26 55 17 7 41 34 64 48 67 46 
19 29 50 47 69 57 2 13 32 15 36 3 9 22 54 1 25 18 40 14 43 5 49 28 60 31 27 12 37 8 39 38 59 68 66 56 53 52 11 65 44 33 4 62 70 61 6 16 51 21 35 20 64 30 23 45 42 58 63 26 55 17 7 41 34 24 48 67 46 10 
19 29 50 47 69 57 2 13 32 15 9 36 3 22 54 1 25 18 60 14 43 28 5 49 31 40 27 12 37 59 8 39 68 38 66 56 21 53 52 11 65 4 44 62 70 61 6 33 35 20 16 51 24 30 23 45 58 42 63 17 26 55 7 41 34 64 48 67 46 10 
19 60 47 69 50 13 21 14 43 54 1 28 2 18 32 5 3 15 36 49 22 31 9 27 12 37 29 59 8 39 25 40 68 38 66 56 53 52 11 65 4 44 62 70 57 61 6 33 35 20 16 51 24 30 42 45 58 23 63 26 55 17 7 41 34 64 48 67 46 10 
19 29 50 47 69 60 13 57 3 2 32 15 14 43 36 49 31 54 22 1 18 6 28 9 27 12 37 59 8 39 25 40 68 38 66 56 53 52 11 65 4 44 62 70 61 5 33 35 20 16 51 24 30 21 23 45 58 42 63 26 55 17 7 41 34 64 48 67 46 10 
60 47 69 19 50 13 57 14 43 54 1 28 2 18 32 5 3 15 36 49 22 31 9 27 12 37 29 59 8 39 25 40 21 68 38 66 56 53 52 11 65 4 44 62 70 61 6 33 35 20 16 51 24 30 23 45 58 42 63 17 26 55 64 7 41 34 48 67 46 10 
