64 9 69 5 47 2 54 25 44 37 19 17 14 63 30 7 32 43 29 66 46 48 40 22 57 33 38 36 34 60 39 13 56 12 55 68 62 41 65 70 11 67 35 59 3 27 10 1 51 18 23 50 52 31 4 16 21 26 15 28 58 45 42 49 24 53 20 6 61 8 
64 9 5 44 2 47 54 69 25 19 17 37 43 7 63 29 32 66 14 46 59 18 48 57 33 38 56 30 40 13 39 36 12 60 62 34 41 26 22 55 1 70 11 65 35 68 3 27 10 67 23 16 31 50 52 15 28 4 58 45 42 51 49 24 21 53 20 6 61 8 
64 9 69 5 47 2 54 25 44 37 19 17 14 63 30 7 32 43 29 66 46 48 40 22 57 33 38 36 34 60 39 13 56 12 55 68 62 41 65 70 11 67 35 59 3 27 10 1 51 18 23 50 52 31 4 16 21 26 15 28 58 45 42 49 24 53 20 6 61 8 
64 9 5 44 2 47 54 69 25 19 17 37 43 7 63 29 32 66 14 46 59 18 48 57 33 38 56 30 40 13 39 36 12 60 62 34 41 26 22 55 1 70 11 65 35 68 3 27 10 67 23 16 31 50 52 15 28 4 58 45 42 51 49 24 21 53 20 6 61 8 
64 9 69 2 47 5 54 25 44 37 19 17 14 63 30 43 7 32 40 38 36 29 66 46 59 48 22 57 33 56 13 39 12 62 60 34 41 55 1 70 11 65 35 68 3 27 10 67 18 23 31 50 52 15 28 4 26 58 45 42 51 49 24 16 21 53 20 6 61 8 
64 9 69 5 47 2 54 25 44 37 19 17 14 63 30 7 32 43 29 66 46 48 40 22 57 33 38 36 34 60 39 13 56 12 55 68 62 41 65 70 11 67 35 59 3 27 10 1 51 18 23 50 52 31 16 15 28 4 26 58 45 42 49 24 21 53 20 61 6 8 
64 9 69 2 47 5 54 25 44 37 19 17 14 63 30 7 32 43 29 66 46 48 40 22 57 59 38 33 56 13 36 34 60 39 12 55 68 62 41 65 70 11 51 1 35 3 27 10 67 18 23 31 50 52 15 28 4 26 58 45 42 49 24 16 21 53 20 6 61 8 
64 9 69 5 47 2 54 25 44 37 19 17 14 63 30 7 32 43 29 66 40 38 36 46 59 48 22 57 33 56 13 34 60 39 12 55 68 62 41 65 70 11 51 26 1 35 3 27 10 67 18 23 31 50 52 15 28 4 58 45 42 49 24 16 21 53 20 61 6 8 
64 9 69 5 47 2 54 25 44 37 19 17 14 63 30 7 32 43 29 66 46 48 40 22 57 33 38 36 34 60 39 13 56 12 55 68 62 41 65 70 11 51 35 59 3 27 10 1 67 18 23 50 52 31 4 16 26 15 28 58 45 42 49 24 21 53 20 6 61 8 
64 9 69 5 47 2 54 25 44 37 19 17 14 63 30 43 7 32 40 38 36 29 66 46 59 48 22 57 33 56 13 39 12 62 60 34 41 55 1 70 11 65 35 68 3 27 10 67 18 23 31 50 52 15 28 4 26 58 45 42 51 49 24 16 21 53 20 6 61 8 
64 9 69 2 47 5 54 25 44 37 19 17 14 63 43 30 7 32 40 29 66 46 48 57 33 38 59 56 13 39 36 60 62 34 41 26 12 22 55 1 70 11 65 35 68 3 27 10 67 18 23 31 50 52 15 28 4 58 45 42 51 49 24 16 21 53 20 61 6 8 
64 9 69 5 47 2 54 44 25 19 17 37 43 7 63 29 32 66 14 46 59 18 48 57 33 38 56 30 40 13 36 39 60 62 34 41 12 26 22 55 1 70 11 65 35 68 3 27 10 67 23 31 50 52 15 28 4 58 45 42 51 49 24 16 21 53 20 6 61 8 
64 9 69 5 47 2 54 25 44 37 19 17 14 63 30 7 43 32 40 38 36 29 66 46 59 48 22 57 33 56 13 34 60 39 12 55 68 62 41 65 70 11 51 35 1 18 26 3 27 10 67 23 16 31 50 52 15 28 4 58 45 42 49 24 21 53 20 6 61 8 
64 9 69 5 47 2 54 25 44 37 19 17 14 63 30 7 32 43 29 66 40 38 36 46 59 48 22 57 33 56 13 34 60 39 12 55 68 62 41 65 70 11 51 1 35 3 27 10 67 18 23 50 52 31 4 16 15 28 58 45 26 42 49 24 21 53 20 6 61 8 
64 9 69 5 47 2 54 25 44 14 37 19 17 43 7 63 29 32 66 46 59 18 48 57 33 38 56 30 40 13 39 36 12 60 62 34 41 26 22 55 1 70 11 65 35 68 3 27 10 67 23 31 50 52 15 28 4 58 45 42 51 49 24 16 21 53 20 61 6 8 
64 9 69 2 47 5 44 54 25 19 17 37 43 7 63 29 32 66 14 46 59 18 48 57 33 38 56 30 40 13 39 36 12 60 62 34 41 22 26 55 1 70 11 65 35 68 3 27 10 67 23 16 31 50 52 15 28 4 58 45 42 51 49 24 21 53 20 6 61 8 
64 9 5 44 2 47 54 69 25 19 17 37 43 7 63 29 32 66 14 46 59 18 48 57 33 38 56 30 40 13 39 36 60 62 34 41 12 26 22 55 1 70 11 65 35 68 3 27 10 67 23 31 50 52 15 28 4 58 45 42 51 49 24 16 21 53 20 6 61 8 
64 9 69 5 47 2 54 25 44 37 19 17 62 7 43 63 29 32 14 66 46 59 18 48 57 33 38 56 30 40 13 39 36 12 60 34 41 22 26 55 1 70 11 65 35 68 3 27 10 67 23 16 31 50 52 15 28 4 58 45 42 51 49 24 21 53 20 6 61 8 
9 64 69 5 47 2 44 54 25 19 17 37 43 7 63 29 32 66 14 59 46 18 48 57 33 38 56 30 40 13 39 36 12 60 62 34 41 22 26 55 1 70 65 11 35 68 3 27 10 67 23 31 50 52 15 28 4 58 45 42 51 49 24 16 21 53 20 61 6 8 
64 9 69 5 47 2 44 54 25 19 17 37 43 7 63 29 32 66 14 30 46 59 18 48 57 33 38 56 40 13 39 36 12 60 62 34 41 26 22 55 1 70 11 65 35 68 3 27 10 67 23 31 50 52 15 28 4 58 45 42 51 49 24 16 21 53 20 61 6 8 
64 9 69 5 47 2 54 25 44 37 19 17 14 63 30 7 32 43 29 66 46 48 40 22 57 33 38 36 34 60 39 13 56 12 55 68 62 41 65 70 11 67 35 59 3 27 10 1 51 18 23 50 52 31 4 16 26 15 28 58 45 42 49 24 21 53 20 6 61 8 
64 9 69 5 47 19 54 25 44 37 2 14 17 43 7 63 29 32 66 46 59 18 48 57 33 38 56 30 40 13 39 36 12 60 62 34 41 22 26 55 1 70 11 65 35 68 3 27 10 67 23 16 50 52 15 28 4 58 45 42 51 49 24 31 21 53 20 6 61 8 
64 9 69 2 47 5 54 25 44 37 19 62 7 43 17 63 29 32 14 66 46 59 18 48 57 33 38 56 30 40 13 39 36 12 60 34 41 22 26 55 1 70 11 65 35 68 3 27 10 67 23 16 31 50 52 15 28 4 58 45 42 51 49 24 21 53 20 6 61 8 
64 9 69 2 47 5 54 25 44 37 19 17 14 63 30 7 43 32 40 38 36 29 66 46 59 48 22 57 33 56 13 34 60 39 12 55 68 62 41 65 70 11 51 35 1 18 26 3 27 10 67 23 16 31 50 52 15 28 4 58 45 42 49 24 21 53 20 6 61 8 
64 9 69 5 47 2 44 54 25 37 19 17 43 7 63 29 32 66 14 59 46 18 48 57 33 38 56 30 40 13 39 36 60 62 34 41 12 22 26 55 1 70 11 65 35 68 3 27 10 67 23 31 50 52 15 28 4 58 45 42 51 49 24 16 21 53 20 61 6 8 
64 9 69 5 47 2 44 54 25 37 19 17 43 7 63 29 32 66 14 46 59 18 48 57 33 38 56 30 40 13 39 12 36 60 62 34 41 26 22 55 1 70 11 65 35 68 3 27 10 67 23 16 50 52 15 28 4 58 45 42 51 49 24 31 21 53 20 61 6 8 
64 9 69 5 47 2 54 25 44 37 19 17 14 63 30 7 32 43 29 40 66 46 59 48 57 33 38 56 13 39 36 12 60 62 34 41 26 22 55 1 70 11 65 35 68 3 27 10 67 18 23 31 50 52 15 28 4 58 45 42 51 49 24 16 21 53 20 6 61 8 
64 9 69 5 47 2 54 25 44 37 19 17 14 63 30 43 7 29 32 66 46 59 48 57 33 38 56 40 13 39 36 12 60 62 34 41 26 22 55 1 70 11 65 35 68 3 27 10 67 18 23 31 50 52 15 28 4 58 45 42 51 49 24 16 21 53 20 61 6 8 
64 9 5 44 2 69 47 54 25 19 17 37 43 7 63 29 32 66 14 46 59 18 48 57 33 38 56 30 40 13 39 36 60 62 34 41 12 22 26 55 1 70 11 65 35 68 3 27 10 67 23 31 50 52 15 28 4 58 45 42 51 49 24 16 21 53 20 61 6 8 
64 9 69 2 47 5 54 25 44 37 19 17 14 63 30 43 7 29 32 66 46 59 18 48 57 33 38 56 40 13 39 36 12 60 62 34 41 22 26 55 1 70 11 65 35 68 3 27 10 67 23 16 50 52 15 28 4 58 45 42 51 49 24 31 21 53 20 61 6 8 
64 9 69 2 47 5 54 25 44 37 19 17 14 63 30 7 32 43 29 66 46 48 40 22 57 59 38 33 56 13 36 34 60 39 12 55 68 62 41 65 70 11 51 1 35 3 27 10 67 18 23 26 31 50 52 15 28 4 58 45 42 49 24 16 21 53 20 6 61 8 
64 9 69 5 47 2 54 25 44 37 19 17 14 63 30 7 32 43 29 66 46 48 40 22 57 33 38 36 34 60 39 13 56 12 55 68 62 41 65 70 11 51 35 59 3 27 10 1 67 18 23 50 52 31 4 16 21 26 15 28 58 45 42 49 24 53 20 61 6 8 
64 9 69 5 47 2 54 44 25 19 17 37 43 7 63 29 32 66 14 62 46 59 18 48 57 33 38 56 30 40 13 39 36 60 34 41 12 26 22 55 1 70 11 65 35 68 3 27 10 67 23 31 50 52 15 28 4 58 45 42 51 49 24 16 21 53 20 6 61 8 
64 9 5 69 47 44 2 54 25 19 62 37 7 43 17 63 29 32 14 66 46 59 18 48 57 33 38 56 30 40 13 39 36 12 60 34 41 22 26 55 1 70 65 11 35 68 3 27 10 67 23 31 50 52 15 28 4 58 45 42 51 49 24 16 21 53 20 61 6 8 
64 9 69 5 47 2 54 44 25 37 19 17 14 63 30 7 32 43 29 66 46 45 26 48 57 33 38 56 40 13 39 36 12 60 62 34 41 22 55 1 70 11 65 35 68 3 27 10 67 18 23 31 50 52 15 28 4 58 59 42 51 49 24 16 21 53 20 61 6 8 
64 9 69 5 47 2 54 25 44 37 19 17 14 43 63 30 7 32 40 29 66 46 48 57 33 38 59 56 13 39 36 12 60 62 34 41 26 22 55 1 70 11 65 35 68 3 27 10 67 18 23 31 50 52 15 28 4 58 45 42 51 49 24 16 21 53 20 61 6 8 
