23232.82094678242 7535.9440599406835 
29596.856486729026 4448.98998727687 
29596.856486729026 4448.98998727687 
24311.098668934585 4909.051572820635 
29306.560873226317 4908.495217126559 
23461.29276169888 6756.706514281657 
23492.036238786743 6459.817607858901 
23248.09623682798 7417.6923815671835 
24273.559717288263 4977.311751065194 
23521.935541129227 6430.261375007136 
23271.188275735527 7332.3056147034185 
23593.763522936133 6217.859428608556 
24255.035951475544 5059.488473706312 
23533.120758569356 6355.278300652761 
23985.94895857937 5473.462074735525 
23887.456012615 5654.604262221309 
24085.22074704304 5343.370302920878 
23741.51045286317 5959.80889436124 
24036.322394082363 5403.3859119077115 
23375.19509051454 7027.227953593772 
29411.90168707202 4761.4262686716365 
24207.52039281093 5105.554444377696 
23393.38077293606 6969.261557923135 
24194.65439965518 5132.428323417145 
23877.653122873722 5689.487473765317 
23979.972835189346 5517.559502995716 
24051.448700380715 5366.186782607589 
23931.227183637922 5561.556603812663 
23812.88094993881 5812.129820794771 
23446.920038358418 6816.93528051286 
23563.100511747343 6295.68497745954 
23842.226797744275 5718.381015668228 
29457.69496177697 4670.8542266013055 
29423.860677786368 4719.911188605804 
29528.117441599592 4546.336190331655 
23924.458023293235 5618.361589692037 
29566.95884519492 4506.192000334275 
29460.681135294664 4661.732007182208 
23308.531130928874 7228.35063597388 
29380.953826856843 4797.241255756031 
29341.897610584 4836.125393074257 
24174.275825297802 5175.491644904522 
23693.64654107544 6058.029084054958 
23830.918347443476 5780.315033675698 
24244.6214951397 5069.344287756823 
23751.052524087892 5906.58479354282 
24117.018254329076 5267.4229810540155 
23283.91311543171 7298.343128901448 
23415.353217347787 6898.556295286848 
24305.092202189346 4948.467135792775 
24157.142562315785 5210.692614886841 
23783.51658464295 5887.021432526546 
23649.428415394206 6164.952143574267 
23686.895624908368 6099.517245528262 
23624.463537390515 6215.118262880404 
23563.100511747343 6295.68497745954 
23312.24604104273 7177.941472472184 
23636.14439361534 6175.3642270246855 
23249.828760863376 7392.503269658536 
23334.000198995313 7062.116502401143 
23558.63305008523 6343.3679186187965 
29526.138581124513 4561.955570801607 
23708.463439648847 6038.880178049995 
23792.815998221333 5843.742002825431 
29329.889330141104 4865.197088482004 
23322.20738729987 7151.382567072999 
24024.93324510501 5441.955411899113 
29590.287302109715 4462.89387168972 
29587.67885545307 4501.041242365492 
23734.324238947887 5987.864618339422 
24097.748523787053 5298.364428545336 
23298.71911697812 7244.962875462419 
29488.488863482697 4611.7750212385 
23423.626350262268 6856.506416945845 
23331.212458624985 7097.162925751438 
23790.837137746264 5859.361383295382 
29423.312103251814 4729.926626475835 
23329.37491499218 7118.460397564086 
23948.72370150806 5539.275556478856 
23666.529483732156 6123.664417487388 
23497.409652693073 6451.495534480053 
23423.626350262268 6856.506416945845 
24159.825760291453 5186.733133185567 
24147.661955497817 5247.906607693285 
24308.562191366887 4926.415230374269 
23458.447711798337 6793.384863335019 
23734.324238947887 5987.864618339422 
29324.7175643808 4885.383778238494 
23924.458023293235 5618.361589692037 
29379.67293177311 4817.88433955131 
23830.918347443476 5780.315033675698 
24024.93324510501 5441.955411899113 
29496.017872652345 4589.362183129907 
24097.748523787053 5298.364428545336 
23295.988016382456 7276.022257534947 
29488.488863482697 4611.7750212385 
23249.828760863376 7392.503269658536 
23410.92516864726 6918.517519715964 
23397.55379792351 6951.789352899692 
24136.935287171716 5248.563263247697 
